Peak,chr,start,end,FDR,Genes,Genes_n,Module
chr11:8059805-8060305,chr11,8059805,8060305,3.05325E-11,TUB,1,lightcoral
chr2:24272264-24272764,chr2,24272264,24272764,3.08959E-11,FKBP1B,1,lightcoral
chr1:180198857-180199357,chr1,180198857,180199357,3.46966E-11,LHX4,1,lightcoral
chr8:37887703-37888203,chr8,37887703,37888203,3.65045E-11,EIF4EBP1,1,lightcoral
chr4:7766187-7766687,chr4,7766187,7766687,3.81859E-11,ABLIM2,1,lightcoral
chr1:223505214-223505714,chr1,223505214,223505714,4.45213E-11,"SUSD4, CCDC185",2,lightcoral
chr21:33246266-33246766,chr21,33246266,33246766,4.49685E-11,HUNK,1,lightcoral
chr1:200882092-200882592,chr1,200882092,200882592,4.69825E-11,KIF21B,1,lightcoral
chr1:50737549-50738049,chr1,50737549,50738049,4.76014E-11,"AGBL4, ELAVL4",2,lightcoral
chr9:138116746-138117246,chr9,138116746,138117246,4.82578E-11,MRPS2,1,lightcoral
chr20:62825559-62826059,chr20,62825559,62826059,4.94343E-11,MYT1,1,lightcoral
chr10:134078920-134079420,chr10,134078920,134079420,5.09215E-11,DPYSL4,1,lightcoral
chr6:99795197-99795697,chr6,99795197,99795697,5.11659E-11,FAXC,1,lightcoral
chr20:61992050-61992550,chr20,61992050,61992550,5.90045E-11,"LOC100130587, CHRNA4",2,lightcoral
chr1:17567469-17567969,chr1,17567469,17567969,6.0335E-11,RCC2,1,lightcoral
chr16:68480776-68481276,chr16,68480776,68481276,6.12197E-11,SMPD3,1,lightcoral
chr6:151561134-151561634,chr6,151561134,151561634,6.91921E-11,"AKAP12, RMND1",2,lightcoral
chr3:52350068-52350568,chr3,52350068,52350568,6.97942E-11,DNAH1,1,lightcoral
chr6:44024602-44025102,chr6,44024602,44025102,7.21238E-11,"C6orf223, LOC101929705, HSP90AB1",3,lightcoral
chr22:20192210-20192710,chr22,20192210,20192710,7.57544E-11,LOC284865,1,lightcoral
chr18:34865658-34866158,chr18,34865658,34866158,8.51471E-11,TPGS2,1,lightcoral
chr1:202660935-202661435,chr1,202660935,202661435,8.64007E-11,LOC148709,1,lightcoral
chr17:62141659-62142159,chr17,62141659,62142159,8.76043E-11,LIMD2,1,lightcoral
chr15:78111557-78112057,chr15,78111557,78112057,8.9611E-11,LINGO1,1,lightcoral
chr11:64410922-64411422,chr11,64410922,64411422,8.96219E-11,NRXN2,1,lightcoral
chr14:104927814-104928314,chr14,104927814,104928314,9.53551E-11,KIF26A,1,lightcoral
chr20:62824610-62825110,chr20,62824610,62825110,9.81234E-11,MYT1,1,lightcoral
chr9:34579098-34579598,chr9,34579098,34579598,1.01139E-10,"DCAF12, CNTFR, DNAJB5",3,lightcoral
chr11:1420550-1421050,chr11,1420550,1421050,1.06276E-10,"DUSP8, BRSK2",2,lightcoral
chrX:47143661-47144161,chrX,47143661,47144161,1.08174E-10,"UBA1, USP11",2,lightcoral
chr17:7117520-7118020,chr17,7117520,7118020,1.0867E-10,"DVL2, PHF23, CTDNEP1, ELP5, EIF5A",5,lightcoral
chr5:173543583-173544083,chr5,173543583,173544083,1.16923E-10,NSG2,1,lightcoral
chr11:3275939-3276439,chr11,3275939,3276439,1.18258E-10,KCNQ1-AS1,1,lightcoral
chr11:75378169-75378669,chr11,75378169,75378669,1.21131E-10,MAP6,1,lightcoral
chr17:49898663-49899163,chr17,49898663,49899163,1.24856E-10,CA10,1,lightcoral
chr1:41095032-41095532,chr1,41095032,41095532,1.31479E-10,EXO5,1,lightcoral
chr6:170124565-170125065,chr6,170124565,170125065,1.34924E-10,PHF10,1,lightcoral
chr9:95709496-95709996,chr9,95709496,95709996,1.37769E-10,FGD3,1,lightcoral
chr1:53792860-53793360,chr1,53792860,53793360,1.38322E-10,LINC01771,1,lightcoral
chr19:23598657-23599157,chr19,23598657,23599157,1.53925E-10,LINC01224,1,lightcoral
chr2:133109973-133110473,chr2,133109973,133110473,1.74787E-10,FAM201B,1,lightcoral
chr4:25865700-25866200,chr4,25865700,25866200,1.90512E-10,SEL1L3,1,lightcoral
chr6:150464524-150465024,chr6,150464524,150465024,2.01759E-10,PPP1R14C,1,lightcoral
chr11:70464590-70465090,chr11,70464590,70465090,2.08477E-10,SHANK2,1,lightcoral
chr6:134274033-134274533,chr6,134274033,134274533,2.12088E-10,TBPL1,1,lightcoral
chr7:127761015-127761515,chr7,127761015,127761515,2.14617E-10,PRRT4,1,lightcoral
chr3:196044910-196045410,chr3,196044910,196045410,2.37111E-10,"TCTEX1D2, TM4SF19-AS1",2,lightcoral
chr21:33245002-33245502,chr21,33245002,33245502,2.61576E-10,HUNK,1,lightcoral
chr11:77741579-77742079,chr11,77741579,77742079,2.7505E-10,"INTS4, NDUFC2",2,lightcoral
chr18:33876509-33877009,chr18,33876509,33877009,2.82691E-10,FHOD3,1,lightcoral
chr1:235786635-235787135,chr1,235786635,235787135,2.84763E-10,GNG4,1,lightcoral
chr11:118023373-118023873,chr11,118023373,118023873,2.91107E-10,SCN4B,1,lightcoral
chr18:46065087-46065587,chr18,46065087,46065587,3.11504E-10,CTIF,1,lightcoral
chr6:107810917-107811417,chr6,107810917,107811417,3.12859E-10,SOBP,1,lightcoral
chr14:24047202-24047702,chr14,24047202,24047702,3.21996E-10,JPH4,1,lightcoral
chr1:41129003-41129503,chr1,41129003,41129503,3.79236E-10,RIMS3,1,lightcoral
chr20:43414412-43414912,chr20,43414412,43414912,3.86208E-10,RIMS4,1,lightcoral
chr6:150463891-150464391,chr6,150463891,150464391,4.46742E-10,PPP1R14C,1,lightcoral
chr7:137440742-137441242,chr7,137440742,137441242,4.47127E-10,DGKI,1,lightcoral
chr22:37815599-37816099,chr22,37815599,37816099,4.5849E-10,"LOC100506271, ELFN2, PDXP",3,lightcoral
chr2:20424954-20425454,chr2,20424954,20425454,4.66117E-10,SDC1,1,lightcoral
chr21:33247074-33247574,chr21,33247074,33247574,4.83091E-10,HUNK,1,lightcoral
chr20:20232141-20232641,chr20,20232141,20232641,4.84302E-10,INSM1,1,lightcoral
chr11:75379506-75380006,chr11,75379506,75380006,5.01722E-10,MAP6,1,lightcoral
chr11:77900436-77900936,chr11,77900436,77900936,5.29393E-10,USP35,1,lightcoral
chr1:201597540-201598040,chr1,201597540,201598040,5.31272E-10,TIMM17A,1,lightcoral
chr1:214456015-214456515,chr1,214456015,214456515,5.34989E-10,SMYD2,1,lightcoral
chr2:171672146-171672646,chr2,171672146,171672646,5.47776E-10,GAD1,1,lightcoral
chr11:119187685-119188185,chr11,119187685,119188185,5.54891E-10,MCAM,1,lightcoral
chr16:87635523-87636023,chr16,87635523,87636023,5.65081E-10,JPH3,1,lightcoral
chr20:20348366-20348866,chr20,20348366,20348866,5.69087E-10,INSM1,1,lightcoral
chr1:11765146-11765646,chr1,11765146,11765646,6.4661E-10,"LINC01647, MAD2L2, DRAXIN",3,lightcoral
chr6:110419681-110420181,chr6,110419681,110420181,6.60309E-10,WASF1,1,lightcoral
chr2:240018610-240019110,chr2,240018610,240019110,7.62749E-10,HDAC4,1,lightcoral
chr12:52262873-52263373,chr12,52262873,52263373,7.74873E-10,FIGNL2,1,lightcoral
chr1:50606287-50606787,chr1,50606287,50606787,8.67865E-10,ELAVL4,1,lightcoral
chr22:19973767-19974267,chr22,19973767,19974267,8.81456E-10,"GP1BB, ARVCF",2,lightcoral
chr10:104172750-104173250,chr10,104172750,104173250,8.96043E-10,"NOLC1, GBF1",2,lightcoral
chrX:110339099-110339599,chrX,110339099,110339599,8.99034E-10,PAK3,1,lightcoral
chr15:75250540-75251040,chr15,75250540,75251040,9.22985E-10,EDC3,1,lightcoral
chr9:135406547-135407047,chr9,135406547,135407047,9.74473E-10,BARHL1,1,lightcoral
chr18:72934731-72935231,chr18,72934731,72935231,1.02371E-09,"ZADH2, TSHZ1",2,lightcoral
chr1:32538628-32539128,chr1,32538628,32539128,1.03205E-09,"KHDRBS1, TMEM39B, KPNA6, TXLNA, ZBTB8B, ZBTB8A",6,lightcoral
chrX:133930033-133930533,chrX,133930033,133930533,1.04968E-09,FAM122C,1,lightcoral
chr1:47973625-47974125,chr1,47973625,47974125,1.14949E-09,FOXD2-AS1,1,lightcoral
chr15:23892805-23893305,chr15,23892805,23893305,1.18227E-09,MAGEL2,1,lightcoral
chr1:228135462-228135962,chr1,228135462,228135962,1.18826E-09,WNT9A,1,lightcoral
chr11:1431475-1431975,chr11,1431475,1431975,1.20092E-09,BRSK2,1,lightcoral
chr20:62799998-62800498,chr20,62799998,62800498,1.2223E-09,MYT1,1,lightcoral
chr1:4000402-4000902,chr1,4000402,4000902,1.22761E-09,LINC01346,1,lightcoral
chr8:56084053-56084553,chr8,56084053,56084553,1.25625E-09,XKR4,1,lightcoral
chr12:126467997-126468497,chr12,126467997,126468497,1.28063E-09,LINC00939,1,lightcoral
chr11:125774069-125774569,chr11,125774069,125774569,1.33346E-09,DDX25,1,lightcoral
chr1:48175093-48175593,chr1,48175093,48175593,1.34086E-09,"STIL, FOXD2-AS1",2,lightcoral
chr5:1594411-1594911,chr5,1594411,1594911,1.34491E-09,SDHAP3,1,lightcoral
chr12:64062189-64062689,chr12,64062189,64062689,1.34999E-09,DPY19L2,1,lightcoral
chr2:171673088-171673588,chr2,171673088,171673588,1.58854E-09,GAD1,1,lightcoral
chrX:53080022-53080522,chrX,53080022,53080522,1.59509E-09,KDM5C,1,lightcoral
chr11:94501177-94501677,chr11,94501177,94501677,1.70782E-09,AMOTL1,1,lightcoral
chr22:45473059-45473559,chr22,45473059,45473559,1.72251E-09,FBLN1,1,lightcoral
chr11:1591998-1592498,chr11,1591998,1592498,1.7855E-09,"DUSP8, BRSK2",2,lightcoral
chr1:202830530-202831030,chr1,202830530,202831030,1.89994E-09,LOC148709,1,lightcoral
chr9:138107388-138107888,chr9,138107388,138107888,1.91931E-09,MRPS2,1,lightcoral
chr8:72220885-72221385,chr8,72220885,72221385,1.98328E-09,EYA1,1,lightcoral
chrX:68359253-68359753,chrX,68359253,68359753,2.00338E-09,PJA1,1,lightcoral
chr18:54969013-54969513,chr18,54969013,54969513,2.0175E-09,ST8SIA3,1,lightcoral
chr18:33875875-33876375,chr18,33875875,33876375,2.11119E-09,"RPRD1A, FHOD3",2,lightcoral
chr17:74873549-74874049,chr17,74873549,74874049,2.17513E-09,UBE2O,1,lightcoral
chr2:74648568-74649068,chr2,74648568,74649068,2.29487E-09,"C2orf81, WDR54",2,lightcoral
chr15:66438704-66439204,chr15,66438704,66439204,2.38664E-09,"RAB11A, ZWILCH",2,lightcoral
chr2:219827872-219828372,chr2,219827872,219828372,2.49961E-09,"FEV, CRYBA2, NHEJ1",3,lightcoral
chr11:133506462-133506962,chr11,133506462,133506962,2.51075E-09,IGSF9B,1,lightcoral
chr15:66524484-66524984,chr15,66524484,66524984,2.58749E-09,RAB11A,1,lightcoral
chr15:89153902-89154402,chr15,89153902,89154402,2.64412E-09,MIR7-2,1,lightcoral
chr6:139348808-139349308,chr6,139348808,139349308,2.67387E-09,ABRACL,1,lightcoral
chr1:6063720-6064220,chr1,6063720,6064220,2.67917E-09,"GPR153, ACOT7, PLEKHG5",3,lightcoral
chrX:133118888-133119388,chrX,133118888,133119388,2.68593E-09,GPC3,1,lightcoral
chr3:140790270-140790770,chr3,140790270,140790770,2.76145E-09,SPSB4,1,lightcoral
chr11:61584179-61584679,chr11,61584179,61584679,2.9736E-09,FADS1,1,lightcoral
chr1:213123587-213124087,chr1,213123587,213124087,2.9836E-09,VASH2,1,lightcoral
chr1:93718918-93719418,chr1,93718918,93719418,3.01001E-09,DR1,1,lightcoral
chr6:74478201-74478701,chr6,74478201,74478701,3.24984E-09,CGAS,1,lightcoral
chr15:89905455-89905955,chr15,89905455,89905955,3.41269E-09,MIR9-3HG,1,lightcoral
chr15:89910614-89911114,chr15,89910614,89911114,3.43463E-09,"MIR9-3, MIR9-3HG",2,lightcoral
chr11:8932497-8932997,chr11,8932497,8932997,3.46203E-09,"AKIP1, DENND2B",2,lightcoral
chr15:89147541-89148041,chr15,89147541,89148041,3.47121E-09,LINC01586,1,lightcoral
chr5:55527233-55527733,chr5,55527233,55527733,3.64124E-09,ANKRD55,1,lightcoral
chr16:87574730-87575230,chr16,87574730,87575230,3.68928E-09,JPH3,1,lightcoral
chr17:32943183-32943683,chr17,32943183,32943683,3.70142E-09,C17orf102,1,lightcoral
chr8:125650567-125651067,chr8,125650567,125651067,3.88734E-09,SQLE,1,lightcoral
chr18:72984062-72984562,chr18,72984062,72984562,4.04188E-09,"ZADH2, TSHZ1",2,lightcoral
chr3:42144062-42144562,chr3,42144062,42144562,4.04958E-09,TRAK1,1,lightcoral
chr8:143849286-143849786,chr8,143849286,143849786,4.13186E-09,ADGRB1,1,lightcoral
chr1:38259497-38259997,chr1,38259497,38259997,4.25965E-09,MANEAL,1,lightcoral
chr2:241895538-241896038,chr2,241895538,241896038,4.31351E-09,PASK,1,lightcoral
chr2:241391897-241392397,chr2,241391897,241392397,4.35615E-09,LOC100130449,1,lightcoral
chr4:6448471-6448971,chr4,6448471,6448971,4.71924E-09,MRFAP1,1,lightcoral
chr15:66442142-66442642,chr15,66442142,66442642,5.28822E-09,"RAB11A, ZWILCH",2,lightcoral
chr11:133816611-133817111,chr11,133816611,133817111,5.35185E-09,IGSF9B,1,lightcoral
chr11:3321741-3322241,chr11,3321741,3322241,5.35287E-09,KCNQ1-AS1,1,lightcoral
chr15:74040981-74041481,chr15,74040981,74041481,5.41906E-09,HCN4,1,lightcoral
chr11:63888920-63889420,chr11,63888920,63889420,5.43605E-09,STIP1,1,lightcoral
chr5:176036901-176037401,chr5,176036901,176037401,5.45331E-09,GPRIN1,1,lightcoral
chr1:228400605-228401105,chr1,228400605,228401105,5.59449E-09,"WNT9A, ARF1, OBSCN, OBSCN-AS1",4,lightcoral
chr16:21161940-21162440,chr16,21161940,21162440,5.75336E-09,DNAH3,1,lightcoral
chr17:48643138-48643638,chr17,48643138,48643638,5.82375E-09,"CACNA1G, CACNA1G-AS1",2,lightcoral
chr15:90015923-90016423,chr15,90015923,90016423,5.97862E-09,MIR9-3HG,1,lightcoral
chr2:233464721-233465221,chr2,233464721,233465221,6.01712E-09,ECEL1,1,lightcoral
chr11:76780452-76780952,chr11,76780452,76780952,6.20436E-09,CAPN5,1,lightcoral
chr1:12805343-12805843,chr1,12805343,12805843,6.38692E-09,C1orf158,1,lightcoral
chr6:3156402-3156902,chr6,3156402,3156902,6.89239E-09,TUBB2A,1,lightcoral
chr1:40367479-40367979,chr1,40367479,40367979,6.93412E-09,MYCL,1,lightcoral
chr15:56661371-56661871,chr15,56661371,56661871,6.99247E-09,TEX9,1,lightcoral
chr1:31706853-31707353,chr1,31706853,31707353,7.22291E-09,NKAIN1,1,lightcoral
chr6:112194455-112194955,chr6,112194455,112194955,7.22829E-09,FYN,1,lightcoral
chr1:38601736-38602236,chr1,38601736,38602236,7.30147E-09,"C1orf109, CDCA8",2,lightcoral
chr9:101302197-101302697,chr9,101302197,101302697,1.95035E-29,GABBR2,1,lightpink3
chr18:4320260-4320760,chr18,4320260,4320760,4.7367E-23,DLGAP1,1,lightpink3
chr15:33873177-33873677,chr15,33873177,33873677,7.56173E-23,RYR3,1,lightpink3
chr19:58786063-58786563,chr19,58786063,58786563,8.17353E-22,"ZBTB45, UBE2M",2,lightpink3
chr14:68272907-68273407,chr14,68272907,68273407,9.0873E-22,ARG2,1,lightpink3
chr11:128333326-128333826,chr11,128333326,128333826,5.61381E-21,ETS1,1,lightpink3
chr18:44298573-44299073,chr18,44298573,44299073,7.96048E-20,ST8SIA5,1,lightpink3
chr2:192112442-192112942,chr2,192112442,192112942,3.55789E-19,MYO1B,1,lightpink3
chr14:72357183-72357683,chr14,72357183,72357683,1.31969E-18,RGS6,1,lightpink3
chr8:103065487-103065987,chr8,103065487,103065987,2.85083E-18,NCALD,1,lightpink3
chr15:72651025-72651525,chr15,72651025,72651525,7.12068E-18,PKM,1,lightpink3
chr18:29228830-29229330,chr18,29228830,29229330,1.48405E-17,B4GALT6,1,lightpink3
chr12:39217468-39217968,chr12,39217468,39217968,1.69477E-17,CPNE8,1,lightpink3
chr2:73255980-73256480,chr2,73255980,73256480,5.18759E-17,FBXO41,1,lightpink3
chr5:142024534-142025034,chr5,142024534,142025034,7.21425E-17,FGF1,1,lightpink3
chrX:20380632-20381132,chrX,20380632,20381132,1.14294E-16,EIF1AX,1,lightpink3
chr5:143581535-143582035,chr5,143581535,143582035,1.75959E-16,KCTD16,1,lightpink3
chr2:65594564-65595064,chr2,65594564,65595064,2.18428E-16,SPRED2,1,lightpink3
chr11:119630027-119630527,chr11,119630027,119630527,3.35858E-16,THY1,1,lightpink3
chr1:37732730-37733230,chr1,37732730,37733230,4.51622E-16,GRIK3,1,lightpink3
chr2:120013411-120013911,chr2,120013411,120013911,4.85506E-16,STEAP3-AS1,1,lightpink3
chr9:117821138-117821638,chr9,117821138,117821638,6.97578E-16,TNC,1,lightpink3
chr3:149299433-149299933,chr3,149299433,149299933,1.12647E-15,COMMD2,1,lightpink3
chr7:26386052-26386552,chr7,26386052,26386552,1.302E-15,SNX10,1,lightpink3
chr16:70515953-70516453,chr16,70515953,70516453,1.35959E-15,ST3GAL2,1,lightpink3
chr2:65593648-65594148,chr2,65593648,65594148,1.70174E-15,SPRED2,1,lightpink3
chr7:43077775-43078275,chr7,43077775,43078275,2.04994E-15,HECW1,1,lightpink3
chr16:90116928-90117428,chr16,90116928,90117428,2.07065E-15,URAHP,1,lightpink3
chr10:93174538-93175038,chr10,93174538,93175038,2.13257E-15,TNKS2,1,lightpink3
chr10:79461849-79462349,chr10,79461849,79462349,2.13379E-15,POLR3A,1,lightpink3
chr1:37748322-37748822,chr1,37748322,37748822,2.37764E-15,GRIK3,1,lightpink3
chr8:42056150-42056650,chr8,42056150,42056650,3.57165E-15,PLAT,1,lightpink3
chr21:43283190-43283690,chr21,43283190,43283690,4.37929E-15,PRDM15,1,lightpink3
chr15:38468360-38468860,chr15,38468360,38468860,5.14196E-15,SPRED1,1,lightpink3
chr5:10555446-10555946,chr5,10555446,10555946,5.71541E-15,ANKRD33B,1,lightpink3
chr2:87768952-87769452,chr2,87768952,87769452,5.9714E-15,CYTOR,1,lightpink3
chr1:203016307-203016807,chr1,203016307,203016807,6.40461E-15,PPFIA4,1,lightpink3
chr6:110323830-110324330,chr6,110323830,110324330,9.63767E-15,FIG4,1,lightpink3
chr1:63577758-63578258,chr1,63577758,63578258,1.06467E-14,FOXD3,1,lightpink3
chr12:57937369-57937869,chr12,57937369,57937869,1.58103E-14,ARHGEF25,1,lightpink3
chr2:86113653-86114153,chr2,86113653,86114153,2.2124E-14,ST3GAL5,1,lightpink3
chr16:57411767-57412267,chr16,57411767,57412267,2.60101E-14,"ARL2BP, CX3CL1",2,lightpink3
chr10:3291019-3291519,chr10,3291019,3291519,3.03422E-14,LOC105376353,1,lightpink3
chr15:72044808-72045308,chr15,72044808,72045308,3.07756E-14,MYO9A,1,lightpink3
chr5:150019879-150020379,chr5,150019879,150020379,4.15454E-14,SYNPO,1,lightpink3
chr12:12030841-12031341,chr12,12030841,12031341,4.21775E-14,ETV6,1,lightpink3
chr17:7653769-7654269,chr17,7653769,7654269,4.36538E-14,HES7,1,lightpink3
chr2:65610050-65610550,chr2,65610050,65610550,4.74864E-14,SPRED2,1,lightpink3
chr16:74489075-74489575,chr16,74489075,74489575,5.2207E-14,GLG1,1,lightpink3
chr4:189048598-189049098,chr4,189048598,189049098,5.4373E-14,TRIML2,1,lightpink3
chr7:155562324-155562824,chr7,155562324,155562824,5.45584E-14,SHH,1,lightpink3
chr20:57393690-57394190,chr20,57393690,57394190,5.82664E-14,MIR298,1,lightpink3
chr12:13925136-13925636,chr12,13925136,13925636,6.26937E-14,GRIN2B,1,lightpink3
chr3:149420757-149421257,chr3,149420757,149421257,6.40477E-14,WWTR1,1,lightpink3
chr16:15698744-15699244,chr16,15698744,15699244,6.56834E-14,BMERB1,1,lightpink3
chr9:112072711-112073211,chr9,112072711,112073211,7.13132E-14,"FRRS1L, EPB41L4B, PTPN3, PALM2AKAP2",4,lightpink3
chr4:62138903-62139403,chr4,62138903,62139403,7.19343E-14,ADGRL3,1,lightpink3
chr17:79038474-79038974,chr17,79038474,79038974,7.71398E-14,BAIAP2,1,lightpink3
chr18:25691924-25692424,chr18,25691924,25692424,8.95679E-14,CDH2,1,lightpink3
chr4:73240693-73241193,chr4,73240693,73241193,9.19823E-14,ADAMTS3,1,lightpink3
chr3:93562780-93563280,chr3,93562780,93563280,1.06417E-13,PROS1,1,lightpink3
chr1:147682855-147683355,chr1,147682855,147683355,1.50618E-13,LOC101927468,1,lightpink3
chr5:140365819-140366319,chr5,140365819,140366319,1.57548E-13,PCDHGC4,1,lightpink3
chr14:72452561-72453061,chr14,72452561,72453061,1.64959E-13,RGS6,1,lightpink3
chr9:101212635-101213135,chr9,101212635,101213135,1.70151E-13,GABBR2,1,lightpink3
chr11:46261147-46261647,chr11,46261147,46261647,1.83489E-13,CREB3L1,1,lightpink3
chr17:25798613-25799113,chr17,25798613,25799113,1.88641E-13,KSR1,1,lightpink3
chr5:14450047-14450547,chr5,14450047,14450547,1.99721E-13,TRIO,1,lightpink3
chr9:126656293-126656793,chr9,126656293,126656793,2.31973E-13,NEK6,1,lightpink3
chr1:23733664-23734164,chr1,23733664,23734164,2.55948E-13,LUZP1,1,lightpink3
chr9:125882382-125882882,chr9,125882382,125882882,2.59873E-13,ZBTB6,1,lightpink3
chr15:44302239-44302739,chr15,44302239,44302739,2.76082E-13,MFAP1,1,lightpink3
chr11:73987547-73988047,chr11,73987547,73988047,2.77241E-13,PGM2L1,1,lightpink3
chr11:75268972-75269472,chr11,75268972,75269472,3.25822E-13,SERPINH1,1,lightpink3
chr15:89850384-89850884,chr15,89850384,89850884,3.49958E-13,"ABHD2, RLBP1",2,lightpink3
chr8:99268542-99269042,chr8,99268542,99269042,3.50202E-13,NIPAL2,1,lightpink3
chr8:27850930-27851430,chr8,27850930,27851430,3.50302E-13,SCARA5,1,lightpink3
chr7:1607413-1607913,chr7,1607413,1607913,3.63036E-13,ELFN1,1,lightpink3
chr7:121144523-121145023,chr7,121144523,121145023,3.70753E-13,FAM3C,1,lightpink3
chr4:157936345-157936845,chr4,157936345,157936845,4.20012E-13,GRIA2,1,lightpink3
chr3:45957364-45957864,chr3,45957364,45957864,4.21651E-13,LZTFL1,1,lightpink3
chr14:72117197-72117697,chr14,72117197,72117697,4.79468E-13,RGS6,1,lightpink3
chr6:5287830-5288330,chr6,5287830,5288330,5.45425E-13,PPP1R3G,1,lightpink3
chr19:36911790-36912290,chr19,36911790,36912290,5.57305E-13,LOC644189,1,lightpink3
chr2:216896670-216897170,chr2,216896670,216897170,5.6949E-13,MREG,1,lightpink3
chr16:14280237-14280737,chr16,14280237,14280737,6.0666E-13,MRTFB,1,lightpink3
chr21:26946080-26946580,chr21,26946080,26946580,7.26085E-13,MIR155,1,lightpink3
chr9:101250824-101251324,chr9,101250824,101251324,7.50968E-13,GABBR2,1,lightpink3
chr14:72710306-72710806,chr14,72710306,72710806,9.32467E-13,RGS6,1,lightpink3
chr11:17994452-17994952,chr11,17994452,17994952,9.727E-13,KCNC1,1,lightpink3
chr14:76478686-76479186,chr14,76478686,76479186,1.12592E-12,GPATCH2L,1,lightpink3
chr6:36756454-36756954,chr6,36756454,36756954,1.20549E-12,CPNE5,1,lightpink3
chr6:5905868-5906368,chr6,5905868,5906368,1.26784E-12,NRN1,1,lightpink3
chr12:125955888-125956388,chr12,125955888,125956388,1.36024E-12,TMEM132B,1,lightpink3
chr8:143576354-143576854,chr8,143576354,143576854,1.41878E-12,ADGRB1,1,lightpink3
chr22:39801295-39801795,chr22,39801295,39801795,1.44288E-12,"SYNGR1, MGAT3",2,lightpink3
chr2:222326604-222327104,chr2,222326604,222327104,1.79317E-12,EPHA4,1,lightpink3
chr10:71085831-71086331,chr10,71085831,71086331,1.96797E-12,HK1,1,lightpink3
chr10:29922107-29922607,chr10,29922107,29922607,2.1964E-12,SVIL,1,lightpink3
chr17:74415977-74416477,chr17,74415977,74416477,2.40562E-12,MGAT5B,1,lightpink3
